time	input_value	encoder
318.6	67.65	466815
318.8	68.65	467115
319	69.65	467419
319.2	70.65	467727
319.4	71.65	468042
319.6	72.65	468358
319.8	73.65	468678
320	74.65	469004
320.2	75.65	469332
320.4	76.65	469665
320.6	77.65	470003
320.8	78.65	470345
321	79.65	470687
321.2	80.65	471034
321.4	81.65	471383
321.6	82.65	471738
321.8	83.65	472094
322	84.65	472452
322.2	85.65	472815
322.4	86.65	473178
322.6	87.65	473547
